CountryName,Region,PublishYear,ai_mentions_in_legislative_proceedings,ai_talent_concentration,compute_capacity_rmax_gflops,internet_speed_median_download_mbps,num_ai_related_bills_passed_3y_moving_average,number_of_newly_funded_companies,number_of_notable_ml_models,number_of_supercomputers,number_of_total_citations,number_of_total_patent_grants,number_of_total_publications,pc_ai_job_postings_perc_of_all_job_postings,pc_ai_mentions_in_legislative_proceedings,pc_ai_social_media_conversations_net_sentiment,pc_ai_talent_concentration,pc_compute_capacity_rmax_gflops,pc_internet_speed_median_download_mbps,pc_num_ai_related_bills_passed_3y_moving_average,pc_number_of_notable_ml_models,pc_number_of_total_citations,pc_number_of_total_patent_grants,pc_number_of_total_publications,pc_private_investment,pc_total_number_of_ra_submissions,private_investment,relative_ai_skills_penetration,norm_ai_mentions_in_legislative_proceedings_calc,norm_ai_talent_concentration_calc,norm_compute_capacity_rmax_gflops_calc,norm_internet_speed_median_download_mbps_calc,norm_num_ai_related_bills_passed_3y_moving_average_calc,norm_number_of_newly_funded_companies_calc,norm_number_of_notable_ml_models_calc,norm_number_of_supercomputers_calc,norm_number_of_total_citations_calc,norm_number_of_total_patent_grants_calc,norm_number_of_total_publications_calc,norm_pc_ai_job_postings_perc_of_all_job_postings_calc,norm_pc_ai_mentions_in_legislative_proceedings_calc,norm_pc_ai_social_media_conversations_net_sentiment_calc,norm_pc_ai_talent_concentration_calc,norm_pc_compute_capacity_rmax_gflops_calc,norm_pc_internet_speed_median_download_mbps_calc,norm_pc_num_ai_related_bills_passed_3y_moving_average_calc,norm_pc_number_of_notable_ml_models_calc,norm_pc_number_of_total_citations_calc,norm_pc_number_of_total_patent_grants_calc,norm_pc_number_of_total_publications_calc,norm_pc_private_investment_calc,norm_pc_total_number_of_ra_submissions_calc,norm_private_investment_calc,norm_relative_ai_skills_penetration_calc
France,Europe & Central Asia,2024,43.0,0.00792,298085500.0,254.898,1.666666667,59.0,4,24.0,4024,244.0,3274,1.61e-10,6.28e-07,5.62e-07,1.16e-10,4.350552557,3.72e-06,2.43e-08,5.84e-08,5.87e-05,3.56e-06,4.78e-05,38.20082066,3.65e-07,2617394131.0,0.9827,13.69426752,32.173417,4.560698882,95.84764567,35.71428571,5.49860205,8.510638298,13.37209302,5.014897039,0.2744336277,6.650205072,0.3681763877,2.328665147,0.634911725,0.5141917052,6.238779545,1.27561679,4.945633764,11.74771521,5.251988264,1.524284374,13.37351131,9.312802995,5.647940003,2.399576739,42.68474537
Germany,Europe & Central Asia,2017,0.0,0.00506,43433086.0,,0.0,21.0,1,22.0,136099,177.0,3552,,0.0,,6.12e-11,0.5254616663,,0.0,1.21e-08,0.001646551371,2.14e-06,4.3e-05,2.900593721,,239754381.0,0.94687,0.0,46.33077766,14.3747938,,0.0,4.117647059,2.777777778,10.44776119,14.04162352,3.473455694,18.59570375,59.67626154,0.0,,0.479277336,20.38694867,,0.0,6.789809531,11.36553483,9.301304032,19.03630262,5.119354747,,1.704561727,14.0546898
Germany,Europe & Central Asia,2018,2.0,0.00586,60502637.0,,0.0,33.0,1,17.0,121073,202.0,4148,,2.41e-08,,7.07e-11,0.7297758436,,0.0,1.21e-08,0.00146036859,2.44e-06,5e-05,4.188540975,,347254265.0,1.02442,1.834862385,45.89235127,11.19551224,,0.0,6.395348837,2.702702703,7.079646018,13.00115114,2.609711763,16.85569998,54.83667272,0.4000768288,,0.503282331,17.9518986,,0.0,5.90793776,10.34675291,7.455077521,17.59065091,4.969732528,,1.630001603,43.49979464
Germany,Europe & Central Asia,2019,5.0,0.00706,66894410.0,,0.0,16.0,2,16.0,139824,340.0,4814,2.02e-10,6.02e-08,,8.5e-11,0.8050550659,,0.0,2.41e-08,0.001682741795,4.09e-06,5.79e-05,12.17980427,3.97e-07,1012056013.0,1.05494,6.024096386,48.07219032,10.70315503,,0.0,3.238866397,3.225806452,6.607929515,15.72456438,2.885351945,15.17845638,19.04728847,0.3607844742,,0.5609753536,17.27142321,,0.0,6.880069257,10.49635576,7.858882378,20.29971823,10.1504149,20.59224583,3.150396532,49.25162614
Germany,Europe & Central Asia,2020,5.0,0.00799,131048770.0,47.214,0.3333333333,41.0,3,17.0,115538,356.0,5285,9.86e-11,6.01e-08,,9.61e-11,1.57584653,5.68e-07,4.01e-09,3.61e-08,0.001389331288,4.28e-06,6.36e-05,8.118116812,3.25e-07,675109665.0,0.97766,3.378378378,47.83549784,19.26830154,44.49431929,11.11111111,6.776859504,7.5,7.511737089,13.67402583,1.612536907,14.67383614,0.5980340741,0.7266977541,,0.5722414614,33.40260778,0.5580632128,1.768874657,19.40627221,9.764592968,5.102921924,19.79360945,4.272513497,8.790580471,1.523253167,31.00053349
Germany,Europe & Central Asia,2021,6.0,0.00898,181424390.0,58.429,0.6666666667,55.0,6,26.0,109170,516.0,6301,1.5e-10,7.21e-08,2.46e-07,1.08e-10,2.180684407,7.02e-07,8.01e-09,7.21e-08,0.001312201279,6.2e-06,7.57e-05,26.6166069,6.97e-07,2214397304.0,1.04581,2.230483271,47.17948718,18.22804057,32.37103628,22.22222222,6.964520368,10.90909091,14.53488372,15.11875978,1.332333006,14.18236762,1.475291655,0.4849594435,0.2332564979,0.5865836274,10.86442211,0.4416421623,2.767713535,19.66522749,9.642356774,5.053433669,19.64966638,6.749022575,13.57837136,2.537064326,46.8447332
Germany,Europe & Central Asia,2022,1.0,0.00984,219253860.0,70.807,1.0,42.0,2,34.0,72318,921.0,5423,1.58e-10,1.19e-08,2.57e-07,1.17e-10,2.616457424,8.45e-07,1.19e-08,2.39e-08,0.0008630040448,1.1e-05,6.47e-05,45.96229439,9.19e-07,3851547656.0,1.07314,0.4672897196,47.09677419,10.21364453,30.50295182,20.0,6.165413534,3.03030303,20.49689441,13.91544558,1.48254733,10.39083346,0.4240818572,0.07405616189,0.2173264194,0.5925411696,4.519039223,0.4022175604,4.150589858,11.40540551,10.73709451,7.716192479,17.84342236,11.59585038,15.69614273,6.271809981,73.85531776
Germany,Europe & Central Asia,2023,5.0,0.0105,256265750.0,82.8925,0.6666666667,78.0,4,36.0,44041,1015.0,6107,1.2e-10,5.96e-08,2.62e-07,1.25e-10,3.054348945,9.88e-07,7.95e-09,4.77e-08,0.0005249104958,1.21e-05,7.28e-05,29.23996414,9.77e-07,2453289220.0,1.10809,2.403846154,48.1292517,6.810089662,30.75789173,15.38461538,8.245243129,4.938271605,21.875,14.09032923,1.181446398,10.15880033,0.3407359799,0.1520662863,0.2804196706,0.592691293,4.33915732,0.4002788537,1.58859291,7.053054076,13.4572739,6.318522894,17.01063866,13.60911229,9.639173904,3.390170923,64.46542639
Germany,Europe & Central Asia,2024,3.0,0.01087,399727830.0,93.399,0.6666666667,67.0,1,40.0,8489,1094.0,4471,1.38e-10,3.59e-08,3.11e-07,1.3e-10,4.786531946,1.12e-06,7.98e-09,1.2e-08,0.0001016513403,1.31e-05,5.35e-05,23.64197063,9.58e-07,1974363427.0,0.98468,0.9554140127,49.00171135,6.130442019,27.65554967,14.28571429,6.24417521,2.127659574,22.6744186,10.90120495,1.234386646,9.155017996,0.2902582778,0.1332946902,0.3287794178,0.5825468829,6.866909416,0.3750973482,1.623061407,2.409608161,9.648917123,5.615985972,15.18232385,5.763567668,14.82835791,1.810058523,42.79874485
India,South Asia,2017,11.0,0.00293,2794753.0,,0.0,22.0,0,4.0,139972,59.0,8539,,8.09e-09,,2.15e-12,0.002055483242,,0.0,0.0,0.0001029465217,4.34e-08,6.28e-06,0.1355737519,,184333855.0,0.97555,12.22222222,23.00109529,0.7527417633,,0.0,4.31372549,0.0,1.492537313,14.44589652,1.144661535,45.2442022,59.67626154,0.2297373502,,0.0,0.0,,0.0,0.0,0.1199417808,0.08126094376,0.8427854286,0.2392786433,,1.310543036,21.72088423
India,South Asia,2018,76.0,0.00364,8358996.0,,0.0,30.0,1,4.0,136170,94.0,8836,,5.53e-08,,2.65e-12,0.006080777568,,0.0,7.27e-10,9.91e-05,6.84e-08,6.43e-06,0.2333414309,,320764913.0,1.023,69.72477064,24.92917847,1.399605454,,0.0,5.813953488,2.702702703,1.327433628,14.65942593,1.207478577,36.26127991,54.83667272,0.9168891127,,0.0,0.01564953957,,0.0,0.3563081296,0.163212663,0.1581320992,0.467316016,0.2437964745,,1.504144808,43.15672489
India,South Asia,2019,29.0,0.00443,6334340.0,,0.0,34.0,0,2.0,139225,155.0,9580,,2.09e-08,,3.19e-12,0.004560260453,,0.0,0.0,0.0001002317939,1.12e-07,6.9e-06,0.7244638121,5.04e-09,1006302195.0,0.98707,34.93975904,26.49712879,0.7653922775,,0.0,6.882591093,0.0,0.4405286344,15.65609981,1.310749851,30.53085943,30.26416163,0.1251780987,,0.0,0.0,,0.0,0.0,0.0,0.1828394951,0.3431671043,0.5513247021,0.2613005546,3.132456133,41.3400788
India,South Asia,2020,12.0,0.00531,10953340.0,20.076,0.3333333333,36.0,0,3.0,168215,230.0,10787,,8.56e-09,,3.79e-12,0.007809212759,1.43e-08,2.38e-10,0.0,0.0001199293297,1.64e-07,7.69e-06,0.484409534,9.98e-09,679441384.0,1.03842,8.108108108,28.4992785,1.235365021,14.19199955,11.11111111,5.950413223,0.0,0.9389671362,20.01799246,1.040199864,30.24479977,2.906108504,0.1034057706,,0.0,0.0,0.0,0.1048761595,0.0,0.09342718245,0.181681759,0.5624632722,0.1385179186,0.2702474105,1.533050063,38.3675251
India,South Asia,2021,9.0,0.00623,10953340.0,32.871,0.3333333333,73.0,0,3.0,153931,324.0,13676,,6.36e-09,4.74e-08,4.41e-12,0.007745233931,2.32e-08,2.36e-10,0.0,0.0001088463979,2.29e-07,9.67e-06,1.362225087,1.7e-08,1926464025.0,1.08716,3.345724907,29.55128205,0.9124991365,14.68359424,11.11111111,9.329829172,0.0,1.162790698,21.42196299,0.8356185647,31.0661386,7.627409783,0.04279445538,0.003605001663,0.0,0.0,0.0,0.08141078941,0.0,0.3250637929,0.1738771697,1.031898283,0.3228941407,0.3305382736,2.20551379,53.06352644
India,South Asia,2022,16.0,0.0068,10953340.0,38.34,0.3333333333,65.0,0,3.0,128232,399.0,16807,,1.12e-08,4.49e-08,4.77e-12,0.007684272227,2.69e-08,2.34e-10,0.0,9e-05,2.8e-07,1.18e-05,2.883270954,1.47e-08,4109881344.0,1.0757,7.476635514,29.26686217,0.3884929754,10.98426096,6.666666667,9.62406015,0.0,1.242236025,24.80041115,0.6386109,32.72641658,1.900233986,0.0696579889,0.004559178341,0.0,0.0,0.0,0.08133515804,0.0,0.5544946932,0.1641766703,1.919422744,0.7026403141,0.2516582997,6.694130897,74.15372779
India,South Asia,2023,17.0,0.00774,19453340.0,43.373,0.0,46.0,1,4.0,77084,455.0,21227,,1.18e-08,3.82e-08,5.38e-12,0.01352739816,3.02e-08,0.0,6.95e-10,5.36e-05,3.16e-07,1.48e-05,1.003875481,1.6e-08,1443642808.0,1.61654,8.173076923,32.4829932,0.4495229261,9.840577562,0.0,4.862579281,1.234567901,1.875,24.87104447,0.5289710697,35.86609086,1.774252323,0.03016503735,0.003897836226,0.0,0.0,0.0,0.0,0.1028748542,0.6996773858,0.1613313865,2.247433172,0.467232247,0.1577414431,1.994952667,100.0
India,South Asia,2024,17.0,0.00869,29411690.0,50.28,0.0,74.0,0,6.0,17747,397.0,18045,,1.17e-08,4.62e-08,5.99e-12,0.02027084188,3.47e-08,0.0,0.0,1.22e-05,2.74e-07,1.24e-05,0.7998673637,2.89e-08,1160556186.0,1.97818,5.414012739,36.56588705,0.4113560912,9.448780663,0.0,6.896551724,0.0,2.906976744,23.10623039,0.4472251711,37.5596384,1.720279743,0.04347461519,0.004823210235,0.0,0.0,0.0,0.0,0.0,0.4885566106,0.1140895998,2.261707507,0.1949959988,0.4480717814,1.063975652,100.0
Ireland,Europe & Central Asia,2017,17.0,0.00525,2876218.0,,0.0,5.0,0,4.0,14778,1.0,392,,3.52e-06,,1.09e-09,0.5958054416,,0.0,0.0,0.003061246684,2.07e-07,8.12e-05,21.42599325,,103432804.0,,18.88888889,48.41182913,0.7800489973,,0.0,0.9803921569,0.0,1.492537313,1.377847552,0.0,1.70994977,59.67626154,100.0,,8.807652758,23.12687606,,0.0,0.0,21.67198584,0.8009196601,37.99197237,37.81545119,,0.7353675805,18.82334073
Ireland,Europe & Central Asia,2018,28.0,0.0062,19789320.0,,0.0,5.0,1,12.0,15836,1.0,409,,5.72e-06,,1.27e-09,4.040267684,,0.0,2.04e-07,0.003233141868,2.04e-07,8.35e-05,20.69823696,,101380420.0,0.89801,25.68807339,49.10292729,3.546950485,,0.0,0.9689922481,2.702702703,4.867256637,1.441777497,0.0,1.378425366,54.83667272,94.80593451,,9.344210715,100.0,,0.0,100.0,23.60831036,0.5765249199,30.73423152,24.69661776,,0.4618003543,12.95933899
Ireland,Europe & Central Asia,2019,83.0,0.00708,23087540.0,,0.0,5.0,0,14.0,16187,2.0,486,,1.67e-05,,1.42e-09,4.639353789,,0.0,0.0,0.003252716391,4.02e-07,9.77e-05,119.404298,2.01e-07,594210235.0,0.73342,100.0,48.23625923,3.514552357,,0.0,1.012145749,0.0,5.726872247,1.593087249,0.008511362669,1.236954001,30.26416163,100.0,,9.737722631,100.0,,0.0,0.0,20.90956762,0.7427049636,35.83256976,100.0,10.41918732,1.847553774,11.77231716
Ireland,Europe & Central Asia,2020,16.0,0.00791,23087540.0,30.998,0.0,10.0,0,14.0,17265,2.0,583,,3.17e-06,,1.57e-09,4.581091075,6.15e-06,0.0,0.0,0.003425767206,3.97e-07,0.0001156804101,27.63309805,3.97e-07,139263823.0,1.03941,10.81081081,47.25829726,3.057376552,26.3875164,0.0,1.652892562,0.0,6.103286385,1.838867559,0.004542357484,1.366916655,2.906108504,38.3719695,,9.707987543,97.42085766,6.187768051,0.0,0.0,25.27954413,0.4600455797,37.73994046,14.84075291,10.7446947,0.311349436,38.48756002
Ireland,Europe & Central Asia,2021,76.0,0.00877,1969810.0,45.286,0.0,11.0,0,1.0,14304,2.0,647,,1.49e-05,8.22e-06,1.72e-09,0.3854372836,8.86e-06,0.0,0.0,0.002798896799,3.91e-07,0.0001265999881,35.98723023,7.83e-07,183915799.0,1.16881,28.2527881,45.83333333,0.0,23.27540866,0.0,1.182654402,0.0,0.0,1.759816147,0.00258705438,1.238524759,7.627409783,100.0,9.431612636,9.697638616,1.888412666,5.747966574,0.0,0.0,21.15348948,0.3064147186,33.98315129,9.133433702,15.24445552,0.1989975574,65.34319918
Ireland,Europe & Central Asia,2022,84.0,0.00948,13364020.0,61.938,0.0,10.0,0,5.0,8080,,588,,1.61e-05,6.91e-06,1.82e-09,2.563675512,1.19e-05,0.0,0.0,0.001550019989,,0.0001127984844,30.15266431,5.76e-07,157180894.0,0.9788,39.25233645,44.98533724,0.5022003072,25.17103729,0.0,1.353383459,0.0,2.48447205,1.410019059,0.08083682279,0.9044890912,1.900233986,100.0,6.901240884,9.540312068,4.427607918,5.828631736,0.0,0.0,19.78653272,1.292472851,32.31086342,7.598136233,9.830666943,0.2323020708,62.85844174
Ireland,Europe & Central Asia,2023,208.0,0.01033,11394210.0,93.253,0.0,10.0,0,4.0,5282,2.0,725,,3.92e-05,9.04e-06,1.95e-09,2.146772553,1.76e-05,0.0,0.0,0.0009951767277,3.77e-07,0.0001365965785,33.46989675,7.54e-07,177644824.0,0.73387,100.0,47.16553288,0.2330619974,36.24161074,0.0,1.057082452,0.0,1.875,1.444693492,0.001165134515,1.008229053,1.774252323,100.0,11.12253106,9.605104119,3.04407417,7.329974323,0.0,0.0,26.18666908,0.1929099032,33.24506233,15.57784342,7.432923858,0.2454852498,38.3119243
Ireland,Europe & Central Asia,2024,145.0,0.01109,11394210.0,144.0395,0.0,9.0,0,4.0,1477,3.0,572,,2.7e-05,6.51e-06,2.06e-09,2.117781734,2.68e-05,0.0,0.0,0.0002745222022,5.58e-07,0.000106314624,27.01964888,1.86e-07,145372655.0,0.61338,46.17834395,50.2567028,0.133097854,49.03823215,0.0,0.8387698043,0.0,1.744186047,1.657130804,0.002258712985,0.996065958,1.720279743,100.0,7.896160953,9.642004374,3.021953054,9.25402477,0.0,0.0,27.358163,0.2359014976,31.77331866,6.586996368,2.877023942,0.1332748619,21.42096324
Israel,Middle East & North Africa,2017,0.0,0.00996,,,0.0,39.0,1,,120355,22.0,498,,0.0,,1.14e-09,,,0.0,1.15e-07,0.01381279194,2.52e-06,5.72e-05,56.65936167,,493690016.0,0.95261,0.0,100.0,1.495450594,,0.0,7.647058824,2.777777778,1.492537313,12.39822717,0.414446418,2.276370632,59.67626154,0.0,,9.258418049,7.60811818,,0.0,64.41018902,100.0,10.98665989,26.06789169,100.0,,3.509946734,15.58899789
Israel,Middle East & North Africa,2018,0.0,0.01159,,,0.0,54.0,0,,58531,10.0,631,,0.0,,1.3e-09,,,0.0,0.0,0.006589251137,1.13e-06,7.1e-05,83.72065193,,743673807.0,1.22613,0.0,100.0,1.582784761,,0.0,10.46511628,0.0,1.327433628,6.131453728,0.1168527655,2.297375611,54.83667272,0.0,,9.632353108,9.242973308,,0.0,0.0,48.7143047,3.416294989,25.83855679,100.0,,3.513478895,92.23261095
Israel,Middle East & North Africa,2019,0.0,0.01339,,,0.0,52.0,2,,46459,23.0,846,,0.0,,1.48e-09,,,0.0,2.21e-07,0.005131323172,2.54e-06,9.34e-05,95.66831146,1.1e-06,866180892.0,1.05437,0.0,100.0,1.423917627,,0.0,10.52631579,3.225806452,0.8810572687,5.053120053,0.1872499787,2.396598376,30.26416163,0.0,,10.12328536,9.917661903,,0.0,63.14174214,33.3698523,4.866757895,34.18230505,80.11024846,57.26819889,2.695558037,49.18518173
Israel,Middle East & North Africa,2020,0.0,0.01522,,47.2655,0.0,50.0,0,,40719,14.0,910,,0.0,,1.65e-09,,5.13e-06,0.0,0.0,0.004418725787,1.52e-06,9.88e-05,184.8855073,1.3e-06,1703738438.0,1.21665,0.0,100.0,2.401667423,44.55182425,0.0,8.26446281,0.0,1.408450704,4.663466402,0.05905064729,2.292344701,2.906108504,0.0,,10.21711461,20.25825243,5.157645458,0.0,0.0,32.84457661,1.801741435,31.91166603,100.0,35.25770281,3.849666754,59.97744798
Israel,Middle East & North Africa,2021,0.0,0.01722,,75.2415,0.0,54.0,1,,36406,26.0,1216,,0.0,6.72e-06,1.84e-09,,8.03e-06,0.0,1.07e-07,0.003884798429,2.77e-06,0.0001297564932,393.0885523,2.67e-06,3683790059.0,1.15419,0.0,100.0,2.249966904,44.00614541,0.0,6.833114323,1.818181818,2.034883721,4.872199636,0.0646763595,2.541150615,7.627409783,0.0,7.705839248,10.38579074,4.49862039,5.206614561,0.0,29.09685853,29.56136964,2.253180221,34.87266824,100.0,51.95867594,4.22904643,63.14443843
Israel,Middle East & North Africa,2022,0.0,0.01886,,117.231,0.0,80.0,2,,20749,29.0,694,,0.0,5.75e-06,1.97e-09,,1.23e-05,0.0,2.09e-07,0.002170965211,3.03e-06,7.26e-05,395.5713085,2.51e-06,3780672781.0,1.25225,0.0,100.0,1.815566498,58.41238923,0.0,11.87969925,3.03030303,3.105590062,3.876335703,0.04041841139,1.112462722,1.900233986,0.0,5.743888262,10.35416885,2.959641386,6.017450326,0.0,100.0,27.96568119,2.106224757,20.21978533,100.0,42.89461013,6.155944558,94.73352916
Israel,Middle East & North Africa,2023,0.0,0.01965,,196.78,0.0,43.0,4,,5978,12.0,652,,0.0,3.86e-06,2e-09,,2e-05,0.0,4.06e-07,0.0006069651741,1.22e-06,6.62e-05,156.4444432,1.62e-06,1540821321.0,1.01567,0.0,100.0,1.423321128,91.03751614,0.0,4.545454545,4.938271605,3.125,1.671772686,0.01281647966,0.8841131665,1.774252323,0.0,4.720332714,9.84690734,3.600512101,8.337132744,0.0,60.08374454,15.67836986,0.632748624,15.33457411,72.81370058,16.02233188,2.129242487,58.00637379
Israel,Middle East & North Africa,2024,0.0,0.01981,41500000.0,264.732,0.0,36.0,1,1.0,965,13.0,541,,0.0,4.31e-06,1.99e-09,4.160651267,2.65e-05,0.0,1e-07,9.67e-05,1.3e-06,5.42e-05,136.8402984,1.5e-06,1364899872.0,0.76584,0.0,100.0,0.5980454524,100.0,0.0,3.355079217,2.127659574,0.0,0.9821499196,0.01355227791,0.9311961162,1.720279743,0.0,5.215379587,9.289420034,5.965182501,9.17417121,0.0,20.17451342,9.146575485,0.5557868402,15.40267963,33.3596692,23.27828472,1.251314025,30.19892334
Italy,Europe & Central Asia,2017,20.0,0.00197,16274622.0,,0.0,0.0,0,6.0,57549,8.0,2236,,3.33e-07,,3.28e-11,0.2712335197,,0.0,0.0,0.0009591140013,1.33e-07,3.73e-05,0.0531047568,,3186405.0,1.2684,22.22222222,12.48630887,5.271221321,,0.0,0.0,0.0,2.487562189,5.842386766,0.138148806,11.56353532,59.67626154,9.46522317,,0.2489399436,10.48462741,,0.0,0.0,6.357361322,0.4764994961,16.20631171,0.09372635914,,0.02265411789,100.0
Italy,Europe & Central Asia,2018,18.0,0.00225,31110650.0,,0.3333333333,9.0,0,6.0,63681,14.0,2336,,2.99e-07,,3.74e-11,0.5172293287,,5.54e-09,0.0,0.001058726863,2.33e-07,3.88e-05,0.5029465828,,30251562.0,0.96478,16.51376147,11.80358829,5.67381948,,25.0,1.744186047,0.0,2.212389381,6.697136656,0.168787328,9.355079063,54.83667272,4.963005844,,0.2571302908,12.68408981,,8.548671194,0.0,7.342197899,0.6646279821,13.19422471,0.5659386808,,0.1238513515,29.09086516
Italy,Europe & Central Asia,2019,42.0,0.00261,30098790.0,,1.0,3.0,0,5.0,65665,12.0,2671,8.37e-11,7.03e-07,,4.37e-11,0.5039218668,,1.67e-08,0.0,0.001099380719,2.01e-07,4.47e-05,0.2663190482,8.37e-08,15906992.0,0.91444,50.60240964,11.56685808,4.665081726,,42.85714286,0.6072874494,0.0,1.762114537,7.248329819,0.09362498936,8.275351115,4.596387803,4.216047876,,0.2778818032,10.77419314,,12.91614925,0.0,6.62708139,0.3550947575,15.13189868,0.1674187909,4.340484267,0.04440478458,32.87366237
Italy,Europe & Central Asia,2020,30.0,0.00291,78529000.0,21.008,1.333333333,11.0,0,6.0,65798,16.0,2882,1.11e-10,5.05e-07,,4.9e-11,1.321172914,3.53e-07,2.24e-08,0.0,0.001106986405,2.69e-07,4.85e-05,1.265728118,6.73e-08,75233425.0,0.91452,20.27027027,11.18326118,11.38219231,15.23267175,44.44444444,1.818181818,0.0,2.34741784,7.683766324,0.06813536225,7.873213528,0.7278414956,6.100335101,,0.2800789973,27.97750545,0.341964888,9.899327101,0.0,7.613497998,0.3074419253,14.60730255,0.5616370471,1.82205887,0.1665341325,23.34497308
Italy,Europe & Central Asia,2021,64.0,0.00328,78529000.0,29.722,2.0,15.0,0,6.0,53501,22.0,3303,1.12e-10,1.08e-06,9.47e-07,5.55e-11,1.328002473,5.03e-07,3.38e-08,0.0,0.0009047544261,3.72e-07,5.59e-05,2.4255832,2.03e-07,143432431.0,0.94748,23.79182156,10.64102564,7.776474812,12.50432532,66.66666667,1.708278581,0.0,2.906976744,7.279501951,0.05432814198,7.318971635,0.9344195477,7.277895482,1.041659474,0.289305864,6.601119868,0.3117782092,11.68191555,0.0,6.487591903,0.2906456747,14.04745992,0.5934719699,3.95250661,0.1523816108,32.056488
Italy,Europe & Central Asia,2022,22.0,0.00354,253229000.0,35.556,2.0,11.0,0,7.0,33777,30.0,3301,1.49e-10,3.73e-07,6.95e-07,6e-11,4.291022959,6.03e-07,3.39e-08,0.0,0.0005723589419,5.08e-07,5.59e-05,2.570947489,4.24e-07,151721039.0,0.97388,10.28037383,10.14662757,11.81618926,9.310560425,40.0,1.503759398,0.0,3.726708075,6.412540078,0.04203514785,6.227436823,0.3907516316,2.313475235,0.657781781,0.2904228422,7.41980019,0.2830049159,11.78747515,0.0,6.908690054,0.3252460566,15.20198366,0.6236644034,7.236410529,0.2233763632,62.28493496
Italy,Europe & Central Asia,2023,67.0,0.00385,330118330.0,45.946,2.0,14.0,0,11.0,23279,46.0,3863,1.25e-10,1.14e-06,7.2e-07,6.53e-11,5.595844795,7.79e-07,3.39e-08,0.0,0.0003946029624,7.8e-07,6.55e-05,1.054525149,4.41e-07,62210103.0,0.84365,32.21153846,10.430839,8.793703036,11.20244321,46.15384615,1.479915433,0.0,6.25,7.316452475,0.05243105317,6.34351197,0.362525862,2.898048666,0.8461524059,0.2963322249,7.965792473,0.3128781152,6.778003839,0.0,9.930046186,0.4034946289,15.1519515,0.4908060451,4.346775865,0.08596739456,45.98423326
Italy,Europe & Central Asia,2024,82.0,0.00409,849088330.0,62.278,1.0,14.0,0,14.0,5725,52.0,3048,1.47e-10,1.39e-06,7.88e-07,6.93e-11,14.39473772,1.06e-06,1.7e-08,0.0,9.71e-05,8.82e-07,5.17e-05,14.64661571,3.9e-07,863945611.0,0.77209,26.11464968,10.32515687,13.07027271,14.51487251,21.42857143,1.304753029,0.0,7.558139535,7.257362829,0.05759718113,6.177283,0.3236457069,5.158218747,0.9115330273,0.2971965942,20.70976805,0.3534326428,3.446835193,0.0,9.178252296,0.3748683168,14.59615487,3.570631318,6.035666258,0.7920487662,30.55877019
Japan,East Asia & Pacific,2017,90.0,,90874702.0,,0.5,33.0,1,35.0,68724,1415.0,3459,,7.09e-07,,,0.7157066282,,3.94e-09,7.88e-09,0.0005412531897,1.11e-05,2.72e-05,2.080438065,,264157382.0,,100.0,34.22782037,30.27732015,,100.0,6.470588235,2.777777778,16.91542289,7.008859977,27.90605881,18.0987496,59.67626154,20.12810837,,1.482766777,27.79709092,,28.78199524,4.420071354,3.313128442,48.86605381,11.23651303,3.671834634,,1.878057709,18.82334073
Japan,East Asia & Pacific,2018,109.0,,109436242.0,,0.3333333333,47.0,2,31.0,73016,1590.0,3819,,8.6e-07,,,0.8629869806,,2.63e-09,1.58e-08,0.0005757860123,1.25e-05,3.01e-05,4.4039539,,558469798.0,,100.0,32.24740321,20.3883692,,25.0,9.108527132,5.405405405,13.27433628,7.722505613,20.63100493,15.49383227,54.83667272,14.25501879,,1.582071563,21.2534385,,4.054783102,7.724916608,3.729469799,38.58213077,9.76938469,5.227122249,,2.633533513,39.55449252
Japan,East Asia & Pacific,2019,69.0,,109502982.0,,0.0,28.0,0,29.0,69329,2240.0,4294,,5.45e-07,,,0.8647270617,,0.0,0.0,0.0005474797249,1.77e-05,3.39e-05,5.759387308,3.95e-08,729328493.0,,83.13253012,31.46021329,17.69511986,,0.0,5.668016194,0.0,12.33480176,7.667118144,19.05694102,13.50341451,30.26416163,3.266963416,,1.64039553,18.55890227,,0.0,0.0,2.966473131,34.08159186,10.90522669,4.770377379,2.047279432,2.26885238,44.71300678
Japan,East Asia & Pacific,2020,53.0,,593700080.0,52.269,0.3333333333,45.0,1,34.0,58007,2922.0,4344,,4.2e-07,,,4.702165197,4.14e-07,2.64e-09,7.92e-09,0.0004594213573,2.31e-05,3.44e-05,3.301921686,1.35e-07,416903934.0,,35.81081081,31.13275613,88.73773683,50.13873768,11.11111111,7.438016529,2.5,15.49295775,6.745485026,13.26822621,12.01075421,2.906108504,5.073521299,,1.680485025,100.0,0.4030086689,1.16505617,4.260599077,2.679907896,27.64981251,9.75935483,1.664327378,3.645461499,0.9392783288,32.04750473
Japan,East Asia & Pacific,2021,51.0,,628248000.0,87.312,1.0,43.0,1,32.0,45804,3302.0,4679,,4.06e-07,4.22e-07,,4.99872722,6.95e-07,7.96e-09,7.96e-09,0.0003644447759,2.63e-05,3.72e-05,8.393594558,1.59e-07,1054920335.0,,18.95910781,30.57692308,63.61400336,52.35954823,33.33333333,5.387647832,1.818181818,18.02325581,6.195617428,8.539866508,10.46908267,7.627409783,2.728698317,0.4355216063,1.697585757,24.95428116,0.4367014159,2.748169867,2.169596148,2.304101739,21.44945595,8.798015805,2.112068139,3.099423068,1.20194526,34.02364194
